"transaction_hash","block_number","delegator_key"
"0x0a9bb0f30a984505b8a7c080c8aa4bc37a61867bbcc58e24ebaa074a6bb383c4","24866560","0x70c937d860e83f17046cb4d590f20afe96e5354f6305bf604b31a9097d9003dd"
"0x1731677148c02cf4d1eb09d81405573e71de73b4831c941fdda13a537d831714","24867323","0x860f16b8fae3702056bed473af334d75a648b366b65e86e9585d3139b05995b9"
"0x1731677148c02cf4d1eb09d81405573e71de73b4831c941fdda13a537d831714","24867323",NULL
"0x69efef0c892ca57f66fd176c9ba70b7b37f6bc3943c208b43eb0120ec8a28df8","24867696","0x860f16b8fae3702056bed473af334d75a648b366b65e86e9585d3139b05995b9"
"0x69efef0c892ca57f66fd176c9ba70b7b37f6bc3943c208b43eb0120ec8a28df8","24867696",NULL
"0xf81a9dbebfdc16eb1aa27158a936268697fe80d493d5a9c288bb9617b724fc4d","24877696",NULL
"0xf81a9dbebfdc16eb1aa27158a936268697fe80d493d5a9c288bb9617b724fc4d","24877696","0x2f5d2e66c17488dba718b66f0232648951068095cc47a1307c56afee61dc4601"
"0xf00da4270d509b821ad661289f315cf3fb1fac18dba86bddf36bc0bb64decd14","24903869",NULL
"0xf00da4270d509b821ad661289f315cf3fb1fac18dba86bddf36bc0bb64decd14","24903869","0x6796bd551827d928f57a0a4586e2168ecf1baeeaefe25ada9d22e8d2bb577e95"
"0x99ea878767778593d1cf09298a6223e7fd1d7634fa71acc57ce7a7508cb00b1b","24911402","0x8f4b8fabed2bb559cf8b4c790125e25e808d9952bc228164e978d96f53085985"
"0x99ea878767778593d1cf09298a6223e7fd1d7634fa71acc57ce7a7508cb00b1b","24911402",NULL
